Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Iraq,IRQ,7446.87513746219,9651.69010222984,11736.7381584753,11905.1964098877,12460.3379670716,13261.6014514347,14895.3919814721,15754.3997892057,15631.3548972166,16050.5619107593,17516.2590836108,17196.7810400953
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ireland,IRL,13745.4453686789,30173.2048396099,44280.6914596491,41613.3441852022,43298.6941393342,45147.3762396776,46374.2395088883,48067.1207118188,50994.3061395943,68576.7443262317,71388.7596796249,76304.7080287009
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Israel,ISR,..,24935.3497631378,27399.4476428399,27498.5653661926,28828.321525657,30558.3912790325,31708.0871068513,34128.9564769879,34086.5487590247,35888.8758935766,37258.2235945673,38412.6788087998
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Italy,ITA,18557.1059784996,27022.8616064222,35402.9168527156,34507.7530042292,35042.1953701135,36347.3424784176,36237.1104277204,36131.1321123599,36070.8055952064,36640.1155779484,38380.1724117843,39817.1519643135
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Jamaica,JAM,4709.01916767434,6286.54152656395,8228.21933399213,7891.6927340814,7834.27097755,8099.15557308659,8163.70283221626,8305.30412523886,8481.50726453102,8620.35652376923,8821.31142953404,8995.35021071797
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Japan,JPN,19436.5212189506,26838.8686465804,34798.7658977271,33192.6797722167,35000.3212093644,35774.6967129559,37191.3859456258,38974.0794886127,39179.155610609,40717.3243779285,42281.1881895781,43875.7490459711
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Jordan,JOR,4061.07570136721,5734.63912199427,9332.54246167348,9436.67702231979,9281.1472117003,9214.20662405696,9129.38977869367,9062.04051892212,9082.96015199425,9041.81756496415,9047.76892340397,9153.35242029193
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kazakhstan,KAZ,8434.96062743561,7887.89298389755,18513.9254122489,18387.0636545755,19690.0339134042,21276.9340240625,22391.318229599,23773.4355563448,24847.8587634802,25049.9355363552,25286.4337247112,26409.5411810254
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kenya,KEN,1538.59282024567,1690.01224570571,2243.36907274976,2271.96871881742,2425.9244398602,2556.96287205963,2650.53887656498,2776.59848517908,2900.37069995395,3019.95195248195,3156.11893173745,3285.91040891751
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kiribati,KIR,1267.53711429538,1590.90878692919,1757.8325841248,1738.72551643381,1696.51197430927,1706.4809532381,1794.51840799453,1894.77907423045,1912.12984385921,2094.91000428386,2108.53774118545,2174.99497270847
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Korea, Rep.",KOR,8276.03495903337,18083.0841020476,28655.9835241828,28320.3191206544,30376.8718192526,31228.5106952266,32097.164002476,32615.7725895835,33587.5833961446,35203.734140356,36629.8646004377,38260.1750312936
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kosovo,XKX,..,3664.14159379505,7228.7700988211,7466.85058613755,7745.71818840665,8215.22393963883,8541.07527019267,8883.79998154946,9163.13339732808,9748.77384525459,10193.4110500557,10754.4021665384
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kuwait,KWT,..,55420.7226520071,90011.7821675039,79296.8647413636,73682.8683779231,77459.5383056761,79047.7638712039,76667.7063327707,74617.6919660477,72918.0037634406,74263.9986260609,71943.0088790813
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kyrgyz Republic,KGZ,2245.79271450972,1644.31197512554,2681.1221868103,2746.10265504845,2733.72933718566,2920.6032099095,2922.70287320038,3229.34934856528,3351.67099930075,3447.60825022898,3569.51838990232,3725.5410226732
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lao PDR,LAO,1103.95895554899,1969.70170420648,3585.16717773805,3820.36145403282,4133.44186803688,4495.1521504627,4882.41856003354,5293.96335775359,5727.01148615946,6128.35823784803,6549.66799974824,7023.37167912398
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latvia,LVA,..,8018.05037265523,19432.2232876513,16868.8166654817,17575.7296974062,19773.3837201521,21252.7185325774,22676.3802138837,23808.014876655,24510.1620574717,25586.2887008349,27598.3290939303
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lebanon,LBN,5078.70675803155,9933.07926088133,14023.2644927262,15282.3782566634,16118.9632902425,15693.6872834493,15334.6500049775,14902.7634765885,14570.5320909522,14218.8297179534,14308.7511271436,14675.6443527348
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lesotho,LSO,891.55173147675,1411.81686262161,2139.92518253163,2181.59696584077,2317.82892840665,2500.0148712682,2665.51414915479,2722.74290532759,2820.26912459188,2883.8110871885,2951.02189397517,3130.15150841731
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Liberia,LBR,565.66394280563,664.776666662298,648.426740990715,661.168863861907,685.500686062562,734.326273753035,786.12432159374,847.132029756163,847.724592791167,836.181489038688,812.673943814557,826.451682628837
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Libya,LBY,..,17375.6464817473,27843.1256449368,27523.8174566752,29030.8433822135,11192.7906388431,25416.0844278642,22322.3843729899,17246.8262756186,15810.2522281205,15420.168625312,19631.2994400096
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lithuania,LTU,..,8456.32163037205,20744.0666326456,18142.6529197593,20110.3389687171,22854.33217107,24658.0075328934,26660.5598858607,28174.3635218648,28783.6667748194,29862.3188904098,32092.4973900153
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Luxembourg,LUX,29680.2875195185,55340.0973218379,86693.8951220862,82263.4362271089,85696.9959142608,92005.0168361444,91622.1774169388,95590.5386984251,101640.053385305,102517.138229939,102389.437727633,103661.757047815
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Macao SAR, China",MAC,26089.4565507027,33469.1316213226,77584.7052735648,77553.2839737065,96198.2020001041,116752.211556318,126863.217689836,140037.059349877,137742.793722633,106959.876305532,105420.354044043,115123.078162513
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Macedonia, FYR",MKD,5256.84466813074,6126.10328332202,10417.668419331,10912.2366886022,11284.8091808515,11611.8519850904,11841.0125859801,12655.5365696102,13370.0205757644,13766.3188262972,14731.3596294155,15231.3326016215
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Madagascar,MDG,1068.49121933808,1144.57885342718,1463.09481203637,1375.63842660585,1357.65456267808,1367.54308214295,1396.20388453189,1411.91802911201,1445.34257177866,1466.4974625376,1506.23832528188,1555.04479850822
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malawi,MWI,480.999162177023,686.382576418882,910.917398854143,964.314938087745,1012.06745790371,1051.18599619662,1058.91226214534,1099.20059098895,1148.63707526109,1159.31984189185,1168.82562558063,1202.19712561895
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malaysia,MYS,6819.88582176772,12927.8440493514,19873.1708931017,19367.8909954897,20680.2968483512,21818.8756940003,23006.9255341614,24033.9712586347,25487.6094347372,26623.3283680558,27682.6079402983,29431.4694498167
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Maldives,MDV,..,7742.57729314401,12243.3242619354,11139.5502318462,11762.6497213717,12664.990676931,12843.8977791308,13607.2029909454,14471.549684545,14593.9729012874,15347.9977861679,16669.4049278295
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mali,MLI,822.002532966845,1159.5518729188,1737.71475229955,1774.06535022079,1834.11705927596,1874.70303010183,1838.19057641438,1856.26736286854,1964.83590709183,2043.71810510616,2125.7160265303,2211.41520634085
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malta,MLT,9343.35342415787,19422.7141406567,26193.0684468976,26134.9246466309,27836.0614693726,28618.5025877957,29436.164592229,31063.8630783037,33229.4790421405,35787.8769579048,37363.3293251829,39534.9202224112
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Marshall Islands,MHL,1879.45955121844,2293.73734371237,3204.51338717622,3169.834845323,3408.7767621021,3513.29121329955,3693.22538928095,3850.70077539415,3882.41587112819,3903.12790717999,4022.97863241912,4192.92907349641
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritania,MRT,1814.08481133947,2180.64424440336,3255.4975989923,3154.62076269458,3249.87692872441,3371.99458202082,3526.34393041303,3689.84489986069,3850.73463016779,3835.23092602118,3852.52573392977,3949.67785360524
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritius,MUS,4774.34866917598,8780.06269209733,14270.1694495699,14815.8079856929,15616.0068425246,16561.7709831855,17408.1887038304,18243.5127781619,19231.4741840186,20087.7153801145,21102.5589231981,22278.485475494
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mexico,MEX,6037.00354559816,10799.0583493032,14551.0452776003,14172.4904394492,14858.5386494515,16049.3642444704,16658.0822391325,16848.0395195075,17481.9163877593,17239.3206577448,17769.664279286,18149.0995893106
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Micronesia, Fed. Sts.",FSM,1758.70895949255,2472.29973662665,3043.07898317406,3117.74184609378,3230.94985546081,3412.90655368719,3405.47227886479,3320.56347959372,3297.32640838146,3483.45593668339,3508.71519196101,3622.33196708432
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Moldova,MDA,..,1839.71273635749,3723.40221332882,3531.03297646538,3831.74918707843,4179.21480881512,4226.95919772373,4700.2344391,5017.30669557854,5054.68247321695,5352.77686746082,5697.83488319695
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mongolia,MNG,3310.86143108077,3689.7034963371,7278.37552922151,7131.64349432292,7552.66558598877,8881.48475043728,9969.1402182557,11093.8501127357,11955.1257580721,12152.1713808006,12252.2771963876,12999.5287980769
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Montenegro,MNE,..,6001.70918721415,13816.5477457829,13022.4702036532,13648.2327477192,14472.4735391199,13863.8541990124,14870.146016829,15371.1413430715,16272.1956451856,17633.146362673,18765.1057980894
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Morocco,MAR,2528.458556106,3553.99424705968,5866.56421559029,6086.34016351293,6312.91542734005,6688.40260633548,6916.43502419801,7239.87310626714,7457.1810971537,7770.24599129646,7857.4877165031,8217.45679634706
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mozambique,MOZ,244.659208094923,445.150263722863,823.786448125489,857.350002813192,899.198728120615,954.799116244546,1012.43718654388,1070.66356816108,1137.53029081011,1190.75574676927,1215.7876396975,1247.27556267179
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Myanmar,MMR,480.206636904013,1035.52411754486,2989.78489460075,3308.84636555592,3645.93643504092,3898.41462716496,4225.11935241423,4613.33978179131,5024.92436256635,5384.86938870142,5721.22800362596,6138.76102637684
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Namibia,NAM,3696.56090957585,4839.87523976012,7884.76288872048,7853.81899797779,8289.69602705332,8721.25552382066,9132.34291353289,9578.38348883733,10131.3563302452,10622.1564329375,10596.4173811197,10475.5192696956
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nauru,NRU,..,..,5173.04605524631,5664.84319702158,6459.08087785322,7339.30436698258,8050.70455948722,10429.8054951007,13232.7374473892,13066.2036179405,13966.4977802226,14157.5332097174
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nepal,NPL,774.273246731998,1220.42487213358,1777.23356569811,1853.33835548923,1945.80668141075,2031.08746466776,2142.09849471677,2239.40328467858,2387.29052563628,2464.38903347795,2477.90334509701,2681.84383783511
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Netherlands,NLD,18910.9125187351,31591.9286062892,45843.89223408,44037.3641144161,44542.8365494046,46066.6524059576,46707.2697077937,48666.3178519249,48606.2536078682,49527.6696637249,50538.6065695989,52941.1229813034
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Zealand,NZL,14874.7312279538,21509.4119088428,29860.3702545675,30700.9563507073,31265.7384522235,32734.5366666969,32986.0312092787,36219.5796940917,37283.1004115687,37864.999542975,39465.1153093061,40916.9356578268
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nicaragua,NIC,1941.27358414488,2739.38879446792,3931.05430059704,3781.76748043469,3947.21676586778,4231.49751775883,4535.28473992404,4779.77333286712,5040.53462973065,5278.44923961627,5533.07423980306,5842.17188056692
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Niger,NER,578.171243538514,597.189700390751,784.120484391905,755.40672063916,797.769958469163,801.604231148649,878.760843000391,904.55620238427,952.79143184509,967.084619403915,989.089743874414,1016.61362646734
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nigeria,NGA,1965.82799564736,2257.52522085715,4525.21218238773,4747.71493322792,5045.9781670335,5259.29550424022,5437.80711669289,5670.10257460671,5975.01031916511,6038.46231538939,5861.08965603116,5860.84705984962
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Norway,NOR,18442.1253591019,36950.4946583832,61757.2455676868,55427.5768660986,58022.0334869801,62145.0261549128,65447.4958248933,67056.1170397877,66015.4402996855,61722.239910673,58808.3907633282,60978.2774956492
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Oman,OMN,22648.8888270754,34848.6796194007,43170.7634101841,44173.2962075196,44418.7703831953,42121.4319219198,43822.8158413436,43386.6455947471,42522.4173066299,42459.7505755851,43012.8491996942,41675.3437529255
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pakistan,PAK,1974.51729399558,2770.16649862845,4104.90738166892,4166.50804144143,4196.95580923862,4309.76371307112,4447.90271044174,4619.74453924608,4820.78328993303,5000.28383883723,5238.2135285593,5527.37767354726
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Palau,PLW,..,9821.54319635207,12280.5361225056,11646.1827988846,11606.9339863225,12518.7130312209,13153.2507040062,13061.089983725,13541.4759877071,14938.6431876208,14986.7696839022,14536.0409142287
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Panama,PAN,5076.96360164209,8421.50994386201,14518.60511957,14549.5359883776,15312.4472521015,17093.8399788617,18781.0506966321,20053.575949932,21087.7678045705,22134.9748026155,23157.2224037205,24445.9714725524
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Papua New Guinea,PNG,1534.0842888849,2175.685452637,2730.0234363873,2870.18908251628,3127.01911475461,3155.4035683482,3289.82285547345,3396.91695398598,3907.29715745877,4072.81879282583,4117.28565471062,4197.31135797986
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Paraguay,PRY,3901.57169991159,4822.97878912012,6621.21916173953,6322.53506116603,7142.05703875154,7504.65364401771,7447.10818397172,8514.08188049648,8955.87104766316,9199.66938423151,9567.3391281814,9690.77465479985
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Peru,PER,3433.76363438188,5202.23309486409,8956.51528727598,9010.32550520028,9755.14914796834,10449.0932552031,11145.5118964033,11828.80683802,12164.9572973519,12533.491183759,13030.0139047179,13434.1256048198
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Philippines,PHL,2591.92658615669,3348.15245051406,5100.53575573428,5115.48177692361,5483.62094378124,5707.20484248535,6099.12124785649,6526.65018229294,6937.85011807331,7320.49853854593,7800.65101042363,8342.80447943066
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Poland,POL,6178.84930145804,10651.2114515512,18310.4432086685,19242.9888415432,21068.8512314571,22850.6388460286,23833.2097049187,24719.2475053521,25602.4174409935,26594.7578582656,27383.2549370049,29291.3537818654
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Portugal,PRT,11769.0224853343,18883.9114612163,26631.5639632704,26464.3754678301,27334.811603201,26780.2149060404,26454.1026011519,27899.5094652197,28746.6530781988,29532.3811616848,30658.6319953306,32198.8200060825
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Puerto Rico,PRI,14366.1594479065,24575.5780509017,33027.0154354391,32806.5497659786,33237.8169128654,34195.6408473957,35259.8060075141,36130.9936705322,36939.9966059825,37581.0300432539,37793.9235037866,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Qatar,QAT,..,85860.611439631,115012.450334212,113312.852224035,122609.410776499,129349.916351584,127610.208824437,126913.035408131,127318.900952879,127516.908588418,127480.482510991,128378.300777937
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Romania,ROU,5262.05354244008,5877.07572419681,16726.732376278,16489.7815559074,17027.1417745265,17997.8841310604,18983.2731014497,19859.447265707,20609.5835304305,21566.0730483419,23050.0103276182,25840.8363689606
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Russian Federation,RUS,8012.80231686625,6825.41139116801,20163.5876480167,19386.584396792,20497.934076089,24310.0439655517,25784.5671588469,26240.2745047909,25797.4985295037,24737.6894390573,24818.9051890129,25532.9953533065
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Rwanda,RWA,563.944013361493,628.493811547351,1213.79672297029,1264.36207948421,1337.55863694097,1436.86893683665,1549.65559033948,1606.89323921374,1716.970020698,1843.32659112027,1930.70021243911,2035.65406842779
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Samoa,WSM,2358.56247871515,3428.77656408677,5502.63367503458,5240.70927736835,5290.66066310442,5667.49053435576,5748.26364086339,5681.20542032491,5805.6829237069,5919.35982118632,6378.2565669184,6610.79523861914
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,San Marino,SMR,..,59984.9367353361,87503.9594530021,75930.5218589072,72368.2036282707,66053.1105030725,61392.9793042387,59764.1062937328,59646.3778590354,60028.9243456052,60932.9300372192,62425.6329253554
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sao Tome and Principe,STP,..,..,2431.92208891285,2452.53959896867,2588.07974323712,2695.62954237131,2768.23351474364,2882.86723855064,3057.81501972594,3138.69963043137,3239.41403435822,3351.43619143552
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Saudi Arabia,SAU,27441.4361801021,34139.6578630859,44841.9293177201,43055.8106902782,44502.4193074312,48524.6324875473,50573.3906479994,51264.8661487972,52628.2520552726,54013.8780426308,54378.6981240742,53844.7362426309
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Senegal,SEN,1192.3991694855,1514.34448826079,2081.00767270268,2088.25174710868,2139.81582613702,2158.18118164724,2227.468054559,2272.53289419044,2337.11264215362,2442.6430727681,2566.11917856156,2712.33745504005
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Serbia,SRB,..,5725.24945433975,11921.8129614292,11827.6081268123,12087.1010470258,12967.918642956,13107.9827379391,13760.0520833922,13771.3842844686,13896.1213879743,14514.9605530466,15090.0269123802
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Seychelles,SYC,9188.61300054011,14626.4603708639,19274.84812334,19131.3317358706,19953.1605009972,22556.5825709346,23034.647818258,24361.1882059716,25515.5365143693,26468.8668313773,27641.4389001815,28963.9186845963
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sierra Leone,SLE,808.288067522983,723.465747180351,1110.91866201553,1128.52043483558,1175.71570098363,1246.25278946773,1428.53549706227,1712.8326948593,1782.57113857961,1399.52336178967,1470.85864755399,1526.3477107197
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Singapore,SGP,22198.0964853385,40983.9929015446,63447.4817368756,61655.7504266015,70657.0349507861,75113.2045300368,77690.7893941633,81647.5859674538,85227.0673306694,87043.1877067208,89103.1588332631,93905.424163765
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,36327.2318988918,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Slovak Republic,SVK,..,11354.8333751017,23691.6438756506,23055.0759842583,24986.6128088286,25835.0047572051,26647.4219627674,27897.5985749197,28927.6687644359,29522.0447700489,30460.3840810744,32110.4896665316
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Slovenia,SVN,..,18047.4962580426,29624.1901825066,27471.0479908709,27766.4203840775,28804.7015194266,28900.8780286843,29796.8119898561,30854.0994056602,31468.3631714967,32723.0719537641,34801.6304146292
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Solomon Islands,SLB,1217.16129412012,1439.99573200017,1848.29932060921,1734.39923573279,1833.51411604998,2071.8920905768,2158.50965947693,2211.51717349048,2253.90013028019,2288.62969773636,2350.19284335436,2421.78320210879
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Africa,ZAF,6267.09341197065,7560.85811673492,11518.1044905899,11301.8198486769,11647.3310386455,12118.7378564659,12440.2630952672,12769.9951543283,13051.8283375861,13180.5292406735,13250.5883248063,13497.987800995
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Sudan,SSD,..,..,..,..,..,3373.9613892905,1578.82604254378,2008.0875191605,2039.33393862906,1997.02555049947,1693.04606202392,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Spain,ESP,13634.442321039,21530.4746784509,33463.6540993469,32385.2063180105,31954.2427536427,32068.2709273108,31988.2538693179,32603.9057713971,33709.6492402637,34818.1205072534,36305.2221318722,38090.9405993932
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sri Lanka,LKA,2334.77375679622,4392.67549534769,7419.35903279926,7690.42692481474,8357.02990733741,9193.35950890696,10163.860113294,10595.7157315885,11219.5533198747,11798.3899455853,12343.3608678142,12810.9509082307
