Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Kitts and Nevis,KNA,9259.51272745352,15989.9105882312,22178.1062508153,21435.7187547979,20979.0619772943,21689.3038856002,21711.9462430827,23180.1055466196,24737.9584329962,25737.6244361526,26382.787649901,27066.9333785582
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Lucia,LCA,6354.10070864015,8660.70192416112,11933.1103149337,12037.4314779796,11878.5865779184,12112.4001267958,12287.004916327,12848.6437305771,12994.7548660556,13334.2754015362,13665.3180539293,14219.2374426383
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Vincent and the Grenadines,VCT,3604.04947447735,5988.01912997914,10081.1107964033,9936.44457673654,9714.99907953801,9871.64857733634,10193.5041719785,10548.6924504357,10840.0205665789,11147.2807761966,11413.2943920545,11776.8479471653
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sudan,SDN,1126.84678033842,1812.47080532025,3187.31097610988,3231.23649545953,3298.00474917495,3631.66345577089,4172.538735428,4322.99132012595,4412.1619002351,4568.66485825461,4730.46187073223,4903.57552212098
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Suriname,SUR,6815.59519847733,7713.11421365365,12869.898246519,13218.06309781,13924.390720947,14887.9368149101,15410.9964927827,15956.9489964571,16124.6911212638,15724.6393919787,14966.7137949048,15114.2960366864
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Swaziland,SWZ,3476.08752822551,4628.36937373893,6901.29750504162,6932.2661004685,7148.9127033737,7323.99766548019,7667.52681308497,8139.6910924121,8291.6000737998,8261.74606049962,8329.56058149203,8496.26975446089
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sweden,SWE,20107.9772328389,29275.8380224419,41853.6961806504,39645.6559987288,41627.9737254356,43755.0604392612,44724.9743448022,45673.1706323125,46524.1809069936,47891.2778399445,48904.5543707155,50069.6510110711
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Switzerland,CHE,27609.0459169673,35748.876969071,52584.7349460344,51759.7527446929,53119.3865285819,56183.8325850081,57849.5839884654,60108.5163468318,61902.1624060426,63648.2880177144,63881.6746185979,65006.5253822744
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tajikistan,TJK,2355.66865523634,935.197554267592,1913.51971334427,1957.63974874965,2063.73041090242,2211.75382192544,2367.18536580277,2525.68552769168,2682.58697340437,2811.86988951746,2979.31023901638,3180.38944630439
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tanzania,TZA,951.779533140068,1174.30121144481,1908.73737951768,1963.5915052646,2048.29359256743,2186.13158170674,2268.86646543773,2397.2129992516,2530.46901452408,2652.53021864932,2786.20627438656,2945.87798715248
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Thailand,THA,4298.39893960415,7283.51129029312,12255.2120165349,12201.3624379538,13213.747749553,13535.1332681194,14714.4502245145,15286.5194143621,15651.1806319028,16241.5555522064,16937.9268850076,17870.5181018432
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Timor-Leste,TLS,..,2622.02334775062,9435.90264885074,8817.78592146468,8681.60715914168,9717.15140436382,10160.8620306262,8974.89256061399,6597.59888541353,7878.75938496701,7869.45147441981,7213.0170729996
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Togo,TGO,872.635745990101,1012.1789148409,1137.99225689776,1155.2601866339,1183.83933770636,1233.834912194,1282.5320637792,1319.65906571733,1385.63281991077,1438.68932628568,1497.42364345341,1569.7274191122
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tonga,TON,2310.12047317536,3647.46875347969,4568.4950130998,4681.40743918381,4883.37022651885,5101.45600452365,5223.00441988687,5123.33097000737,5300.52322773414,5526.47869643388,5745.19122926423,5956.54321149271
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Trinidad and Tobago,TTO,7921.07892493316,14524.0912057473,30693.8690027463,29429.3474699746,30628.5417613585,31012.7164187128,31830.5180330314,32500.4938339477,32848.1961377361,33569.4135224991,31858.3554315218,31577.6729949376
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tunisia,TUN,3629.12019998381,6003.31200839351,9609.70756075463,9868.80143331069,10225.2522337184,10120.6771726065,10595.8752504156,10947.9965702471,11342.42396896,11464.2094684259,11605.7551761891,11910.9523428666
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turkey,TUR,6146.25838797001,9582.26041727283,16048.9201886918,15483.236773523,17442.8599464888,19660.8894895655,20639.8586676224,22310.5364019299,24029.7434778631,24844.8955515439,25247.2017504961,27916.4453777226
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turkmenistan,TKM,5375.3948276821,4227.15842552401,8496.63069297048,8952.45351849578,9741.30529127428,11212.5385130967,12460.7504047201,13697.5549163382,15098.2958617844,15964.7918355795,16875.9877435703,17992.7665983476
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tuvalu,TUV,1521.2842660419,2412.29697861061,3143.26576670142,2997.46345269527,2926.03807020878,3181.60172302733,3087.74810817523,3252.70432405357,3328.33086647576,3640.98819885017,3766.48378057387,3924.94460420473
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uganda,UGA,497.322563937532,832.084436957035,1382.48700032292,1437.43096900055,1485.20251251361,1602.54481121908,1638.06808856263,1666.97679439316,1724.77202876699,1774.0108189898,1819.43435088296,1863.83510562508
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ukraine,UKR,6763.20305813102,3802.54024262986,8395.81254471333,7239.62422604547,7666.2195766859,8281.86712612352,8475.47174617216,8629.67699354523,8684.00960862731,7949.14900233477,8269.61463354542,8666.89653422409
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United Arab Emirates,ARE,71376.1509096463,81351.36413921,68508.7068152864,58822.146137623,56074.8806872444,58363.6782159597,60513.6197100592,63839.3355752011,67360.3474463876,70887.3907270642,73017.480009563,73878.4676646986
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United Kingdom,GBR,16934.4325493262,26245.8562106606,36257.5124453907,34589.5665993615,35875.456276784,36607.9810897257,37705.5942229818,39308.1345662744,40707.2009944903,41579.8634115553,42656.2166021995,43876.5993570241
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United States,USA,23954.4793548671,36449.8551155349,48401.4273403899,47001.5553496818,48375.4069462972,49793.7135249201,51450.9591148182,52782.086508871,54696.7261652327,56443.8172422582,57588.538070583,59531.661964344
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uruguay,URY,6360.38252775486,10204.9052386988,14705.5517454897,15391.1969913054,16736.851035164,17904.7458255325,18817.7419612213,19942.5040528324,20887.1617724618,21117.8016023193,21669.97739916,22562.4618321393
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uzbekistan,UZB,1984.90340654174,1984.4701197699,3632.74012083063,3890.61017413034,4153.93884603207,4469.99748445762,4853.64970600306,5244.04937972153,5657.88804277716,6069.97866590926,6512.68213066737,6864.99958702884
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Vanuatu,VUT,1647.68903580596,2237.52451000507,2828.41592722899,2874.84150941218,2888.39827319918,2915.29988538,2952.56851629386,2990.96474026708,3046.91004800777,2988.85053762441,3080.56575433637,3207.83123051269
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Venezuela, RB",VEN,9339.95443021821,11424.2044872596,17192.9154506647,16507.3413516962,16210.2899564076,16981.3354907118,18004.4653243772,18281.1929699666,17639.8858445013,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Vietnam,VNM,939.042719207616,2030.79728784817,3852.18261534963,4050.88709522515,4318.99740521312,4632.76596523658,4909.94506068636,5199.63143103574,5546.18362295482,5915.1708326498,6295.59058534397,6775.83219115817
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,West Bank and Gaza,PSE,..,3331.35614713822,3470.01798430889,4045.12800028245,4088.33676543012,4356.34182492654,4931.00218360495,4655.14935927811,4550.36642558358,5019.23811469627,5109.71266336244,4885.34187860672
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Yemen, Rep.",YEM,2150.41636002381,3086.3547583434,4061.24103478688,4135.86517959412,4388.14475721224,3805.23791665455,3863.28872232734,4007.8219400784,3968.10555258318,2458.38501190642,1595.18606506288,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Zambia,ZMB,1513.66871846388,1666.884355547,2768.42344927823,2961.9905599486,3212.94188088675,3361.11206867093,3574.05851956206,3701.39267367524,3826.62689937761,3862.4784831131,3938.66318847391,4050.26143237201
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Zimbabwe,ZWE,1684.21136354896,2047.74853985648,1167.21396625993,1293.38613040497,1445.04238595122,1667.13794278369,1905.83787169714,1997.05219854097,2028.01924751714,2036.31925562891,2027.08491546614,2085.67692540711
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Arab World,ARB,6754.31506558895,9328.02644545132,13672.6887107922,13575.9816626349,14064.0104925321,14444.8779242408,15333.6618720216,15703.1934698792,16011.2529287417,16337.966492506,16716.546903274,16922.1042966739
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Caribbean small states,CSS,6067.57665520335,9055.3078860074,14425.8127753752,13947.3366106573,14245.9537355729,14601.7363050196,14968.8744551027,15283.8822611987,15558.6421040274,15829.1440840563,15595.5651089226,15761.2108909986
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Central Europe and the Baltics,CEB,6885.87237782112,10010.4681681246,19612.4476639528,19610.8468910826,20727.8578656753,22150.803143728,22956.181474473,23973.6310744898,24956.1752655506,25841.6093223773,26867.054179839,28888.6190654579
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Early-demographic dividend,EAR,2684.41234645058,4022.17411966809,6333.42343536059,6443.55192528609,6880.89299424836,7301.14980923302,7644.56628939101,8002.33801681435,8414.25495561745,8762.81661531834,9190.76737216363,9701.62403111838
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,East Asia & Pacific,EAS,3192.3948083691,5710.26810898187,10388.1289948156,10789.3299097175,11721.8453879564,12610.4288550941,13479.3580655251,14402.5664620593,15259.9686449408,16114.483146788,17038.8885637955,18155.582931477
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,East Asia & Pacific (excluding high income),EAP,1439.04438071465,3289.05349521666,7387.85411141301,7938.70524494568,8744.62090470648,9592.57719384116,10420.495307061,11257.5935871937,12133.153485484,12958.5279767493,13845.2334664847,14904.7981500704
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,1454.75711137023,3324.89979134596,7467.70528852486,8024.29234024525,8838.67026486427,9695.51597676304,10532.0579089013,11377.8232600613,12262.4078292686,13096.2313264887,13991.9349660461,15062.2417138674
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Euro area,EMU,16947.571833804,25317.1263588074,35746.9960381594,34844.2539600574,35842.4375619427,37434.3496748476,37810.2663894248,38991.8290510105,39921.5664440173,40864.7358951896,42080.9637714729,43784.1433673783
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Europe & Central Asia,ECS,11561.4389533972,15848.9648063162,25666.8808088515,24949.4924813922,26010.072476319,27766.5996676704,28490.1191815404,29491.7753115304,30248.2454125694,30654.8667021393,31378.6974846785,32780.1438205425
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Europe & Central Asia (excluding high income),ECA,6428.03944826443,6074.51779309288,14705.5467841981,14209.8508734174,15196.6393851681,17266.7823877214,18183.3728072289,18896.8790337764,19365.2989704603,19184.3161046537,19489.0788702195,20607.0990340302
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,6429.48047130724,6524.29249205465,15075.5536091611,14699.4033065351,15743.0706138633,17779.5399720927,18694.3227820763,19418.4559814425,19916.8643401442,19838.619705487,20186.000772827,21369.7088645403
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,European Union,EUU,14984.4273453204,22572.6301776936,32957.6720960283,32161.5538474397,33259.6897665408,34720.3356382756,35279.4905322594,36492.3787960779,37502.7299906111,38457.3762940837,39624.7403074343,41326.814162935
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Fragile and conflict affected situations,FCS,1822.38340771945,2421.02348225319,3443.61087500007,3549.44278957936,3729.31607465323,3547.5570012115,3964.2521902484,4103.65523043544,4126.85802018559,4144.10517640945,4269.80983420982,4394.36939134592
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Heavily indebted poor countries (HIPC),HPC,958.18823116075,1138.03341883243,1677.44830249614,1716.13668397766,1786.86623475896,1861.85177273813,1952.30725660886,2042.97700880608,2137.35189895217,2209.71500205758,2279.48663064339,2381.36399164068
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,High income,HIC,17851.8367979094,27229.8712787501,37972.1921306322,36929.7779914209,38354.580079294,39921.9799458844,41004.2308657272,42383.1441960153,43570.0585467399,44718.3270851057,45789.0931312271,47400.1468724895
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IBRD only,IBD,2818.60237373497,4384.1300373089,8328.57986786099,8585.71827984005,9290.69974771088,10067.0289689035,10680.3442209869,11279.10775131,11879.7575577804,12350.29247033,12956.6960566857,13746.468446098
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA & IBRD total,IBT,2516.56212694144,3791.15223912899,7003.45544368649,7206.98223900532,7761.15609410504,8367.25083629487,8846.28237886292,9319.07052823378,9793.6397853532,10149.8006666715,10602.9929341206,11208.9398187891
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA blend,IDB,1937.22648376064,2394.48121718331,3925.11242649506,4048.94314563374,4214.14392041345,4390.12438252999,4561.4506984997,4763.02344533526,5004.3172674692,5144.48070467845,5214.9030059237,5363.8681811431
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA only,IDX,962.443032525005,1257.23387784062,2012.01881516832,2080.90222256185,2187.97021300487,2283.26652524948,2387.08336864988,2522.7112398341,2654.68127761513,2723.79608885949,2812.0482340231,2975.96568906047
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA total,IDA,1299.12872074014,1643.15494986498,2655.45854458546,2742.81035291807,2869.55965466113,2990.23215730484,3116.89213591137,3274.5934875184,3443.76664185369,3537.35636512327,3618.83792757396,3775.4039479205
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Late-demographic dividend,LTE,2849.28889618611,4737.9114751352,10210.4527414317,10610.5743616936,11547.9753296886,12708.1732795867,13616.2626717464,14474.9909049147,15293.3520364581,15950.3986166739,16704.4161303696,17756.3747533216
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & Caribbean,LCN,5811.36454899627,8708.46740812926,12727.4226410178,12515.0867396906,13293.3327883246,14141.6013234072,14633.507471854,15108.3469454542,15408.4110255715,15306.514095092,15346.6719428503,15736.176535603
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & Caribbean (excluding high income),LAC,5643.86781402117,8232.51714051134,11934.3754239815,11797.8983634343,12461.3073664177,13233.7235507349,13734.1588902646,14176.1966532297,14517.3449152095,14349.2417246934,14395.5474843393,14734.0543988933
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,5779.60829156815,8628.47826373394,12630.5738061347,12417.9283713246,13201.2901182937,14059.2468858218,14549.6451213278,15024.6441167051,15323.825523334,15217.9906251466,15258.8834212463,15640.8770034631
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Least developed countries: UN classification,LDC,843.794148516086,1123.73197367976,1907.73799614102,1974.77636625675,2073.93475061091,2158.72883043953,2247.06274708973,2368.28219244911,2484.85011704014,2541.16258362716,2606.85595419668,2741.2935615505
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Low & middle income,LMY,2424.79556200084,3634.26050120696,6775.56850512266,6987.91719251372,7521.37981855958,8109.18252376366,8587.01454765748,9054.83245918163,9533.67368956379,9887.33762049188,10344.5270585192,10941.4529723776
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Low income,LIC,933.977922032404,1081.09858338421,1538.61325315634,1589.32051991974,1672.52124411372,1737.57362342879,1790.32332442337,1884.85696591068,1974.44866897923,1963.72993696082,1973.39603208386,2074.99759563104
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lower middle income,LMC,1766.38313733524,2512.69954468036,4350.75503381859,4544.73292665921,4869.9203918531,5165.74878576229,5448.64012831524,5757.41629889817,6108.00926386517,6446.5655151537,6789.60508787418,7192.11917754937
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa,MEA,7755.66294965229,10818.2087726705,15882.0676904909,15806.9487227821,16456.6986900741,16964.6460415875,17557.1863346781,17940.6423622846,18390.0166222634,18676.3189448734,19498.7615833369,19896.615116421
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa (excluding high income),MNA,5236.68677016748,7294.82915360657,10898.4393975634,11067.7335068792,11576.4191480951,11532.3557258174,11824.2062766001,12000.8099835727,12267.4865131684,12302.2981769859,13092.1536105922,13567.3513485452
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,5266.79419399535,7337.15724000747,10983.5741988125,11148.8927642873,11663.9055779576,11617.0172031616,11906.276840659,12089.3887128989,12361.6798568493,12392.0325278777,13191.7501332996,13677.214563931
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle income,MIC,2567.37129529706,3903.19375392518,7389.33633170145,7631.04753035422,8228.13021160684,8888.09502985183,9428.90779517795,9955.75940409434,10497.042520873,10909.8624707577,11438.8006014341,12117.7162666231
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,North America,NAC,23569.6915643083,35736.5062407811,47602.8710006479,46192.1912852048,47550.053297282,48978.0767077502,50524.1556154704,51913.7836041385,53776.0918319851,55259.5928556006,56301.3603619736,58199.7364877801
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,OECD members,OED,16683.2998700161,25245.6103643525,34849.7424723608,33901.5807061787,35171.4216204456,36587.3163332102,37555.7344465651,38820.167751989,39958.4803198365,40946.3738789787,41944.0236785388,43544.4878395886
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Other small states,OSS,..,10634.5707754191,19487.5987588248,19674.5906343336,21082.5207291819,22722.0013883364,23462.3393108067,24079.6552587549,24624.5285811085,24980.1471430734,25290.5900476445,25772.2521608867
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pacific island small states,PSS,2656.79501257298,3570.78389321079,4650.3988712503,4552.1544378397,4678.76718441672,4902.66069792994,5014.97270918517,5190.60793085044,5440.66178441257,5617.41535964619,5717.58048329619,5940.71335244575
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Post-demographic dividend,PST,17842.6027299218,26819.3480114547,37471.6092439863,36426.7941609495,37729.1806856903,39128.45050873,40147.9979175032,41516.5200614406,42680.511574435,43709.7661246477,44818.3792306166,46482.4676300265
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pre-demographic dividend,PRE,1547.34580089628,1821.31715835448,2917.44517936754,2994.69716138233,3125.29102090436,3253.00173963519,3397.83474016003,3548.7317233212,3670.29189098673,3740.7655330437,3794.00733789862,3829.16303906429
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Small states,SST,..,9814.33204264376,17521.1084323722,17579.1364335246,18711.1575215015,20039.200963529,20696.445303217,21256.3056768274,21759.105724993,22114.7200506836,22338.2904002144,22772.6750377363
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Asia,SAS,1194.16334710811,1997.61120866007,3525.43525868634,3763.32865161547,4088.88982960797,4371.63818306563,4631.41997587087,4924.04675367883,5290.67846680511,5678.73282796046,6066.00585410686,6493.77259044385
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Asia (IDA & IBRD),TSA,1194.16334710811,1997.61120866007,3525.43525868634,3763.32865161547,4088.88982960797,4371.63818306563,4631.41997587087,4924.04675367883,5290.67846680511,5678.73282796046,6066.00585410686,6493.77259044385
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa,SSF,1624.80907056738,1885.89000188664,2999.08767696981,3037.68461512784,3162.31610659456,3294.6889044495,3389.1780793395,3524.5609600179,3664.70790357009,3726.24949095341,3730.32013292518,3807.05898263725
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa (excluding high income),SSA,1623.78369531421,1884.34607084718,2997.3888457188,3036.0447202859,3160.60411368115,3292.82188602744,3387.30726335452,3522.59417093535,3662.6693301858,3724.13762120938,3728.12920337831,3804.78659186282
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1624.80907056738,1885.89000188664,2999.08767696981,3037.68461512784,3162.31610659456,3294.6889044495,3389.1780793395,3524.5609600179,3664.70790357009,3726.24949095341,3730.32013292519,3807.05898263726
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Upper middle income,UMC,3312.44720442391,5302.37732908655,10669.7703183183,10989.0969860333,11911.3697366287,13002.5153048247,13860.7017085701,14663.4560353221,15452.1431269324,15980.8795550285,16755.3382139261,17787.03979834
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,World,WLD,5449.07266331568,7927.72007199036,12211.953407569,12178.9048043428,12836.8416512041,13555.6762172915,14103.4458931153,14692.4843959058,15257.4383039826,15710.1676124909,16233.9597454882,16961.1800713273
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 06/28/2018,,,,,,,,,,,,,,,
